"製品品番","製品名","ProductionLine"
"5991974","ｵﾚﾉﾜｯｸｽ ｸﾛ 18L BIB",
"DS030630","●ｽﾗｲﾀﾞｰ IA ﾛｰﾘｰ",
"DS030628","ｽﾗｲﾀﾞｰ IA 200KGX1  DM",
"DS030629","ｽﾗｲﾀﾞｰ IA 1000KGX1  CT",
"307","BI ｽﾗｲﾀﾞｰ IA",
"5995975","BI BR5512S ﾘｷｯﾄﾞ",
"5995983","BI ﾍﾞｼﾞｰﾀｽ",
"5995991","BI ｺﾝﾄﾛｰﾙ D4z",
"5996151","ﾁｭｳｾｲﾄｲﾚｸﾘｰﾅｰ ﾙｰｽﾀｰ 800mlX12",
"5996679","BI ﾊﾟｲﾙﾘﾌﾚｯｼｭ",
"5996767","ｸﾘｱｽﾀｰ18L BIB",
"T35101","ｳｲﾙｽｳｫｯｼｭ 2LX6","JP3"
"T35153","ｳｲﾙｽｳｫｯｼｭ 20LX1","2A"
"5997090","BIﾁｭｳｾｲﾄｲﾚｸﾘｰﾅｰ ﾙｰｽﾀｰ",
"5997153","★BI ｳｲﾙｽｳｫｯｼｭ",
"5997348","BI ｸﾘｱｽﾀｰ",
"DS020687","ﾀﾞｲｷﾚｰﾄEM 20KGX1 PN","6A"
"DS020685","ﾀﾞｲｷﾚｰﾄEM 1000KGX1 CT ｶｷﾞﾂｷ",
"23607","ｲｰｼﾞｰｹｱｺｰﾄ 18LTX1",
"212987","ｽﾀﾝﾀﾞｰﾄﾞﾍﾞｰｽ 18LTX1",
"25214278","ｶｰﾍﾟｷｰﾌﾟ ｴｸｽﾄﾌﾟﾛ 5LX3",
"25214286","ｶｰﾍﾟｷｰﾌﾟ ﾆｭｰｼｬﾝﾌﾟｰ 5LX3",
"25214294","ｶｰﾍﾟｷｰﾌﾟ ﾆｭｰﾌﾟﾚｯﾌﾟ 5LX3",
"25214307","ｶｰﾍﾟｷｰﾌﾟ ﾘﾝｻｰ 5LX3",
"T42347","ﾃﾞｯｼｭｸﾘｰﾝﾘｷｯﾄﾞHA 25KGX1","2A"
"224","BI ﾀﾞｲｷﾚｰﾄ EM",
"5998615","BI ﾃﾞｯｼｭｸﾘｰﾝﾘｷｯﾄﾞHA",
"T43583","ELWｳｨﾙｽｸﾘｰﾝ 20LX1","7B"
"5998797","ﾖｸｼﾂﾖｳｾﾝｻﾞｲ ｻﾝｾｲ 5LX3",
"T44534","ｳｨﾝﾀｰ ｼﾞｮｷﾝﾖｳ CA 5LX3","JP1"
"T37167","ﾌﾟﾛｽﾃｨｰﾌﾟLT 10KGX1","7A"
"T22222","●ﾊﾞﾝﾉｰｱﾙｶﾘ(ﾍﾞｽﾄｳｫｯｼｭ)1000KG","6B"
"T43179","●ｱﾙｺｰﾙ(ｻﾆｯｼｭ) 1000LX1","6B"
"T42346","ELW ｵﾌﾞﾂｼｮﾘｼｽﾃﾑ3 20LX1","7B"
"T43176","ﾃﾞｯｼｭｸﾘｰﾝﾘｷｯﾄﾞ55 25KGX1","2A"
"T40137","ﾃﾞｯｼｭｸﾘｰﾝﾘｷｯﾄﾞ77 12.5KGX1","7A"
"T43843","ﾘﾝｽ R-3 10KGX1","7A"
"5999790","ｸﾘｽﾀﾙｼｬｲﾝ 18L BIB",
"DS020696","*ﾊﾟﾝｹﾚｰﾄ UD10 1.2TX1 CT ｶｷﾞﾂｷ*",
"5999984","BI ｸﾘｽﾀﾙｼｬｲﾝ",
"DS020697","*ﾀﾞｲｷﾚｰﾄGL3(30%)1.2TX1 ｶｷﾞﾂｷ*",
"T41397","ﾘﾝｽ R-1 5KGX2","7B"
"6001047","BI ｳｲﾙｽｸﾘｰﾅｰ",
"6001063","BI ﾖｸｼﾂﾖｳｾﾝｻﾞｲｻﾝｾｲ",
"626","BI ｻﾆﾀｽﾀｲｻﾞｰ A1",
"T46723","ﾃﾞｯｼｭｸﾘｰﾝﾘｷｯﾄﾞH 25KGX1","2A"
"T47617","ﾌｧｲﾌﾞｽﾀｰN-5 25KGX1","2A"
"T41697","ｵｰｲｽﾞﾐﾌｰｽﾞ ｷｮｳﾘｮｸｾﾝｻﾞｲ 5LX3","JP1"
"T43197","●ﾌｸｼﾏ ﾌﾞﾗｽﾄﾁﾗｰ洗浄剤2KGX6","JP3"
"6001830","BI ﾍﾞｸﾀｽ α",
"DS020693","*ﾀﾞｲｷﾚｰﾄPF 20KGX1 PN*","6A"
"DS020701","*ﾀﾞｲｷﾚｰﾄPF 240KGX1 DM*",
"DS020702","*ﾀﾞｲｷﾚｰﾄPF 1000KGX1 CT ｶｷﾞﾂｷ*",
"DS020703","*ﾀﾞｲｷﾚｰﾄPF ﾛｰﾘｰ*",
"DS020704","*ﾀﾞｲｷﾚｰﾄ GL3(30%) 240KGX1 PD*",
"244","BI ﾀﾞｲｷﾚｰﾄ PF",
"T38764","ｻﾆｯｼｭ550mlX12(ﾂｹｶｴﾖｳ)","JP3"
"6008302","ﾜｲﾃｨｰｺｰﾄ 18L",
"DS020708","*ｼｭｱｸﾘｰﾝ116 20KGX1 PN JPN*","6A"
"DS020707","*ｼｭｱﾌｫｰﾑ ﾏｯｸｽ 240KG DM*",
"T38746","●ﾕｼｾﾝｻﾞｲ(ﾆｭｰﾚﾝｼﾞｸﾘｰﾅ)1000KG","6B"
"T24967","ﾌﾟﾛｾﾝﾃDWﾘﾝｽｻﾞｲ 5KGX3","7B"
"T37631","ﾌﾟﾛｾﾝﾃｼﾞｮｷﾝｱﾙｺｰﾙEX 5LX3","JP1"
"T49764","KFCｱﾙｺｰﾙﾖｳｽﾌﾟﾚｰﾎﾞﾄﾙ(ｼﾛ)1X12","OFF"
"T41387","KFCｱﾙｺｰﾙﾖｳｽﾌﾟﾚｰﾎﾞﾄﾙ(ﾐﾄﾞﾘ) 1X12","OFF"
"T44972","KFCｵｲﾙﾊﾞｽﾀｰﾖｳ30MLﾎﾟﾝﾌﾟ1X6","OFF"
"T43976","KFCﾆｭｰｷｯﾁﾝｸﾘｰﾅｰﾖｳ30MLﾎﾟﾝﾌﾟ1X6","OFF"
"T42564","KFCﾊﾝﾄﾞｿｰﾌﾟNSﾖｳｷｼｬｸﾎﾞﾄﾙ 1X6","OFF"
"DS020709","*ｼｭｱｸﾘｰﾝ116 1000KG CT JPN*",
"256","BI ﾀﾞｲｷﾚｰﾄ GSB(30%)",
"259","BI ｼｭｱｸﾘｰﾝ 116 (ｺｸﾅｲ)",
"DS020710","*ﾀﾞｲｷﾚｰﾄ GSB(30%) 20KGX1 PN*","6A"
"DS030632","ｽﾗｲﾀﾞｰ TC60 1000KGX1 CT",
"T41876","ﾏﾙｾﾞﾝMD-RC10 10LX1","7A"
"T41276","ﾏﾙｾﾞﾝMD-SC5 5LX2","7B"
"T41467","ﾏﾙｾﾞﾝMD-SC10 10LX1","7A"
"T41178","ﾏﾙｾﾞﾝMD-SC20 20LX1","2A"
"T41945","ﾏﾙｾﾞﾝSC-ST2C 2LX6","JP3"
"DS020713","ｻﾆﾀｽｻｲｺｳｸﾘｰﾝ 10LX1",
"DS030631","ｽﾗｲﾀﾞｰ IA2 20KGX1 PN","6A"
"DS030635","ｽﾗｲﾀﾞｰ IA2 200KGX1  DM",
"DS030633","ｽﾗｲﾀﾞｰ IA2 1000KGX1  CT",
"DS030634","●ｽﾗｲﾀﾞｰ IA2 ﾛｰﾘｰ",
"6013339","ｼｰｴｽｺｰﾄ 18L",
"308","BI ｽﾗｲﾀﾞｰ IA2",
"T27690","ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLA 6KGX3","JP1"
"T20176","ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLM 6KGX3","JP1"
"6013881","ｱﾝﾓﾆｱｸﾘｱ 10LBIBx1",
"6013890","ｱﾝﾓﾆｱｸﾘｱ 550MLx12",
"6017663","★BI ﾃﾞﾀｰﾌｧｲﾝ　ｺﾝｸ　LA",
"6017671","BI ★ﾃﾞﾀｰﾌｧｲﾝ　ｺﾝｸ　LM",
"T40061","ｶﾈﾖｼ ｷｯﾁﾝﾌﾟﾛ DISH SOAP 5KGX3","JP1"
"6017971","BI ｷｯﾁﾝﾌﾟﾛ DISH SOAP",
"6018210","ｻｽﾃｨﾅ ｿﾘｯﾄﾞｼｰﾙ (4.55+0.45)KGX2",
"DS020716","●LY*DAICHELATE RF1 LORRY*",
"6018535","BI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ　ｼｭｻﾞｲ",
"6018551","BI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ　ﾃﾝｶｻﾞｲ",
"6018578","PI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ ﾃﾝｶｻﾞｲ 0.45kg",
"260","BI ﾀﾞｲｷﾚｰﾄ RF1",
"263","BI HDS ﾌﾟﾚﾐｯｸｽ",
"T35743","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF 5LX2","JP1"
"760040","PI HDSﾌﾟﾚﾐｯｸｽ (717KG)",
"T41203","●ﾆﾁﾈﾝﾃﾞｨｰﾌﾟｸﾘｰﾝA 20LX1","2A"
"6020694","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF",
"DS020723","*AKｸﾘｰﾝｺｳｷﾚｰﾄｱﾙｶﾘｾﾝｼﾞｮｳｻﾞｲ20K*",
"6021654","BI ｶｯﾄﾊﾞｯｸﾌﾟﾗｽ",
"DS020722","*ﾀﾞｲｷﾚｰﾄ RF401 20KGX1 PN*","6A"
"DS020724","*ﾀﾞｲｷﾚｰﾄ RF401 1TX1  CT ｶｷﾞﾂｷ*",
"DS020725","●*ﾀﾞｲｷﾚｰﾄ RF401 ﾛｰﾘｰ*",
"T31400","ELW ﾐﾆｵﾌﾞﾂｼｮﾘｼｽﾃﾑｾﾝｻﾞｲ3 10LX1","7B"
"T30022","ｾｰﾌﾀｯﾁｽﾄｱﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽC 5LX2","JP1"
"T35764","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽ 5LX2","JP1"
"T35765","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽC 5LX2","JP1"
"6021996","ｻｽﾃｨﾅ ｿﾘｯﾄﾞｼｰﾙ DS ｸﾘｰﾅｰ 2LX4","JP3"
"T40151","ﾎｼｻﾞｷBCS-2CHS 2LX6","JP3"
"6022868","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽ (I)",
"6022876","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽC(Ia)",
"6025188","BI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ DSｸﾘｰﾅｰ",
"DS020728","*ﾀﾞｲｷﾚｰﾄ RF401 240KGX1 DM*",
"T32500","ﾌﾟﾛｽﾃｨｰﾌﾟLT 5KGX3","JP1"
"6027036","ｸｲｯｸｽﾀｰ 18LBIB",
"DS020731","*ﾀﾞｲｷﾚｰﾄ RF1 240KGX1 DM*",
"6027263","ﾍﾞｸｽﾀｰ 18LBIB",
"T40233","ｳｨﾝﾀｰﾁｭｳｾｲｾﾝｻﾞｲCNA 5LX2","7B"
"DS020732","ﾊﾟﾝｸﾘｰﾅ PN 1000KGX1 CT",
"T41680","ｼﾞｪｰｼｰｱｲ ｳｲﾙｽｽﾊﾟｯﾄ 20LX1","7B"
"201","BI ﾀﾞｲｷﾚｰﾄ RF401",
"DS020730","ﾊﾟﾝｹﾚｰﾄ DS12a 20KGX1 PN","6A"
"DS020736","ﾀﾞｲｷﾚｰﾄ EM 240KGX1 DM",
"6028186","ｼｬｲﾝﾎﾟﾘｯｼｭ BT 2Lx8","JP3"
"T40071","ｶﾈﾖｼ ｷｯﾁﾝﾌﾟﾛｵｲﾙｽｶｯﾄ 5LX3","JP1"
"6028371","ﾌｫﾜｰﾄﾞﾉﾝﾘﾝｽEX 18LX1",
"6028389","ｼﾞｮｷﾝｸﾘｰﾅｰEX 5LX3",
"245","BI ﾊﾟﾝｹﾚｰﾄ DS12a",
"6031908","ﾕｶﾖｳｾﾝｻﾞｲ(ｱﾙｶﾘﾀｲﾌﾟ)2 5LX3",
"DS020737","*ﾀﾞｲｷﾚｰﾄ RF1 20KGX1 PN*","6A"
"DS020738","*ｻﾆﾀｽ ﾏﾙﾁｸﾘｰﾝ 24KGX1 PN*","6A"
"DS020739","*ﾀﾞｲｷﾚｰﾄRF1 1000KGX1 CT ｶｷﾞﾂｷ*",
"6035343","ｽﾄｰﾝｷｰﾌﾟ ﾎﾟｰﾗｽﾌｫｰﾃｨｰﾝ18Lﾍﾟｰﾙｶﾝ",
"6035845","ｱﾙｶﾘｼﾞｮｷﾝｾﾝｼﾞｮｳｻﾞｲND 20KGx1",
"DS020741","ﾅｶｸﾘｰﾝ 10KGX1  QB",
"DS020742","ｼﾞｮｷﾝｾﾝｼﾞｮｳ TO-R QB 20KGX1","7B"
"DS020743","ｾﾌﾃｨｻｲﾄﾞ SL 20KGX1 PN","6A"
"DS020744","ﾆﾎﾝｼｮｯｹﾝｻﾆｯﾄｸﾘｰﾝN1 5KGX2CS",
"DS020745","ｻﾆﾀｽﾀｲｻﾞｰN1 QB 20KGX1","7B"
"DS020746","ｻﾆﾌｫｰﾑ SC1 20KGX1 PN","6A"
"DS020748","ｻﾆﾀｽﾀｲｻﾞｰN1ﾎﾞﾄﾙﾀｲﾌﾟ20KGX1","2A"
"DS030639","ｽﾗｲﾀﾞｰ ST1 1000KGX1 CT","6B"
"DS030640","ｽﾗｲﾀﾞｰ ST1 20KGX1 PN","6A"
"DS030643","ｽﾗｲﾀﾞｰ JH2 500KGX1 CT","6B"
"DS030644","ｽﾗｲﾀﾞｰ ST1 200KGX1 DM","6B"
"T642700","●ｱﾙﾀﾝｻﾆﾀｲｻﾞｰ 2KGX6","JP3"
"T378100","ﾌﾟﾛﾊﾞｲｵｸﾘｰﾝN20 ND 10KGx2","7A"
"6036194","ﾁｭｳｾｲｼﾞｮｷﾝｾﾝｼﾞｮｳｻﾞｲND 20KGX1",
"T49910","ｵｰｲｽﾞﾐﾌｰｽﾞ ｼｮｯｷﾖｳｾﾝｻﾞｲ 5Lx3","JP1"
"T43858","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX 5LX3","JP1"
"T30045","PS ﾁｭｳｾｲｼﾞｮｷﾝｾﾝｻﾞｲND 5Lx3","JP1"
"T39818","ｷｯﾁﾝｸﾘｰﾅｰ 5Lx3","JP1"
"T30017","ｽﾄｱ ｷｯﾁﾝｸﾘｰﾅｰND 5Lx3","JP1"
"T35555","ﾊﾞｯｸｺﾝｸ(D10)ND 1.5Lx4","7B"
"T37111","ﾌﾟﾛﾊﾞｲｵｸﾘｰﾝN20 ND 2KGx6","JP3"
"DS020752","●NS ｻﾆｯﾄｸﾘｰﾝ N1 0.1x100",
"DS030637","ｽﾗｲﾀﾞｰ SW2 20KGX1 PN","6A"
"DS030638","ｽﾗｲﾀﾞｰ SW2 200KGX1 DM","6B"
"DS030645","ｽﾗｲﾀﾞｰ SW2 1000KGX1 CT","6B"
"DS030646","●ｽﾗｲﾀﾞｰ SW2 ﾛｰﾘｰ",
"T34804","●ﾁｭｳｾｲｾﾝｻﾞｲ(TSC) 1000KGX1","6B"
"T20177","●3ﾊﾞｲﾉｳｼｭｸﾊﾞﾝﾉｰｾﾝｻﾞｲ1000KG","6B"
"DS020751","ﾗｯｸｹｱ 20KGX1 QB","2A"
"T41430","ELWｻｸﾗｾﾝｻﾞｲ 10LX1","7A"
"T30350","ﾁｭｳｾｲｵｲﾙﾊﾞｽﾀｰ 2LX6","JP3"
"310","BI ｽﾗｲﾀﾞｰ SW2",
"6037584","BI ELW ｻｸﾗｾﾝｻﾞｲ",
"DS030647","*ｽﾗｲﾀﾞｰ SW1 20KGX1 PN*","6A"
"DS030648","*ｽﾗｲﾀﾞｰ SW1 200KGX1 DM*","6B"
"DS030649","*ｽﾗｲﾀﾞｰ SW1 1000KGX1 CT*","6B"
"DS030650","●*ｽﾗｲﾀﾞｰ SW1 ﾛｰﾘｰ*",
"T35767","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM 5Lx2","JP1"
"T41322P","AFA ｽﾌﾟﾚｰﾔﾖｳｱﾜｽﾌﾟﾚ (12)1PX1","OFF"
"6038528","★BI ﾁﾕｳｾｲｵｲﾙﾊﾞｽﾀｰ",
"6038552","ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ(4.55+0.45)KGx2",
"DS020758","*ｼｭｱｸﾘｰﾝ 124 200KGX1 DM*",
"6039635","ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX 18LX1",
"6039643","ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX 18LX1",
"6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ",
"DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","6A"
"DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","2A"
"6039934","ADJﾁｮｳｷｮｳﾘｮｸﾊｸﾘｻﾞｲ2 18LTX1",
"6039942","ｼｰｴｽ ｾﾝﾖｳﾊｸﾘｻﾞｲ2 18LX1",
"T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","JP1"
"296","BI ｼｭｱｸﾘｰﾝ 124",
"6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX",
"6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX",
"DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","2A"
"6040708","ﾊｸﾘｻﾞｲｷｮｳﾘｮｸﾀｲﾌﾟ H130 18LX1",
"T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","JP1"
"DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","2A"
"T30054","ｻﾆｯｼｭ 18LX1","7B"
"DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","6B"
"6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM",
"T30331","ｻﾆｯｼｭ60 5LX3","JP1"
"T30332","ｻﾆｯｼｭ60 20LX1","7B"
"6042295","BI  ★ｻﾆｯｼｭ 60",
"T303310","ｻﾆｯｼｭ60 5LX3(ME)","JP1"
"T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","7B"
"6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1",
"6043191","ｺｳﾀｸｵｳ ﾌﾟﾗｽC 18LX1",
"6043204","ｾﾝｼﾞｮｳｵｳ ﾌﾟﾗｽC 18LX1",
"6043212","ﾀｲｷｭｳｵｳ ﾌﾟﾗｽC 18LX1",
"6043221","ﾊｸﾘｵｳ ﾌﾟﾗｽC 18LX1",
"6043239","BI ｽｰﾊﾟｰﾌﾞﾚｰｸｱｯﾌﾟTG",
"DS030652","ｽﾗｲﾀﾞｰ TC60 500KGX1 CT","6B"
"T30336","ﾏﾃｯｼｭ60 5LX3","JP1"
"T20060","ﾃﾞﾀｰﾌｧｲﾝ SW 5KGX2","7B"
"T40073","ｱﾌﾞﾗﾖｺﾞﾚｸﾘｰﾅｰ ﾊｰﾄﾞ2 5LX3","JP1"
"6044768","BI　ﾈｵ ｵｲﾙﾊﾞｽﾀｰ",
"DS020779","*ﾀﾞｲｷﾚｰﾄ RF2 20KGX1 PN*","6A"
"T30360","ﾈｵ ｵｲﾙﾊﾞｽﾀｰ 5LX3","JP1"
"T30365","ﾈｵ ｵｲﾙﾊﾞｽﾀｰ 20LX1","2A"
"DS020781","●*ﾀﾞｲｷﾚｰﾄ RF2 ﾛｰﾘｰ*",
"DS020780","*ﾀﾞｲｷﾚｰﾄRF2 1000KGX1 CT ｶｷﾞﾂｷ*",
"DS020782","*ｻﾆﾀｽ ﾊﾟﾜｰﾗｰｼﾞ 24KGX1 PN*","6A"
"6045664","ｺｳｷﾝｱﾙｺｰﾄ 18LX1",
"T40074","ｱﾌﾞﾗﾖｺﾞﾚ ｸﾘｰﾅｰﾊｰﾄﾞ2 20LX1","2A"
"DS020783","*ｻﾆﾀｽ ﾊﾟﾜｰﾗｰｼﾞ 1000KGX1 CT*",
"T28049","●KSｼｮｯｷｾﾝｼﾞｮｳｷﾖｳﾘﾝｽｻﾞｲ5KGX3","7B"
"T24968","●ﾋﾏﾜﾘｾﾝｻﾞｲｾﾝﾖｳﾘﾝｽｻﾞｲ 5KGX3","7B"
"6045971","BI ｺｳｷﾝｱﾙｺｰﾄ",
"T37632","ｴﾝﾄﾞﾚｽｱﾙｺｰﾙS60 20LX1","7B"
"273","BI ﾀﾞｲｷﾚｰﾄ RF2",
"6046317","BI ｻﾆｯｼｭMD",
"DS020785","*ﾀﾞｲｷﾚｰﾄ ML1 200KGX1 DM*",
"T28710","ﾃﾞﾀｰﾌｧｲﾝZｺﾝｸ 6KGX3","JP1"
"6046747","PI PROSｱﾙｺｰﾙ用 ｷﾘｽﾌﾟﾚｰﾔｰ&ｺｯｸ",
"6026991","★BI ﾃﾞﾀｰﾌｧｲﾝ Zｺﾝｸ",
"5999361","BI ﾃﾞﾀｰﾌｧｲﾝ SW",
"6050771","XD WETｶｶﾞﾔｷ 18LX1",
"6050800","BI ｺｳﾀｸｵｳ ﾌﾟﾗｽC",
"6050818","BI ﾀｲｷｭｳｵｳ ﾌﾟﾗｽC",
"6050826","BI ﾊｸﾘｵｳ ﾌﾟﾗｽC",
"6050834","BI ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC",
"6050842","BI ｾﾝｼﾞｮｳｵｳ ﾌﾟﾗｽC",
"6050906","ｼﾞｭｼﾜｯｸｽｸﾞﾚｲﾄｺｳｷﾝﾌﾟﾗｽ 18LX1",
"T30177","ｻﾆｯｼｭMD 5LX3","JP1"
"DS020784","*ﾀﾞｲｷﾚｰﾄ NSD 20KGX1 PN*","6A"
"DS020786","*ﾀﾞｲｷﾚｰﾄ NSD 1000KGX1 CT*",
"DS020787","*ﾀﾞｲｷﾚｰﾄ NSD ﾛｰﾘｰ*",
"6050965","BI ｼﾞｭｼﾜｯｸｽｸﾞﾚｲﾄｺｳｷﾝﾌﾟﾗｽ",
"6051183","ｳｲﾙｽﾌﾞﾙｰｺｰﾄ 18LX1",
"6051247","BI ｳｲﾙｽﾌﾞﾙｰｺｰﾄ",
"DS020788","*ｼｭｱﾌｫｰﾑ ﾏｯｸｽ 1000KGX1 CT*",
"DS030657","ｽﾗｲﾀﾞｰ GP2 20KGX1 PN","6A"
"DS030658","ｽﾗｲﾀﾞｰ GP2 200KGx1 DM","6B"
"DS030659","ｽﾗｲﾀﾞｰ GP2 1000KGx1 CT","6B"
"DS030660","●ｽﾗｲﾀﾞｰGP2 ﾛｰﾘｰ",
"404","BI ﾀﾞｲｷﾚｰﾄ NSD",
"6051503","ﾕｶﾖｳｾﾝｻﾞｲｷｮｳﾘｮｸﾀｲﾌﾟ2 5LX3",
"T40113","ﾎｼｻﾞｷCES-06DHS 600MLX6","JP3"
"6051706","ｵﾚﾉﾜｯｸｽ ｱｶ ﾌﾟﾗｽ 18LX1",
"6053779","BI ｱﾌﾞﾗﾖｺﾞﾚｸﾘｰﾅｰ",
"6053787","ﾀｲｱﾙｺｰﾙｼﾞｭｼﾜｯｸｽ(ｺｳｷﾝﾌﾟﾗｽ)18LX1",
"6053955","ｵｲﾙﾊﾞｽﾀｰEX 5LX3",
"6053963","ｵｲﾙﾊﾞｽﾀｰEX 20LX1",
"DS020790","ｻﾆﾀｽｵｲﾙｸﾘｰﾝ 22KGX1 PN","2A"
"T30355","ﾁｭｳｾｲｵｲﾙﾊﾞｽﾀｰ5LX3","JP1"
"T48600","ELW COIN ｿｰﾌﾟ 17KGX1","7B"
"6055483","ｶｰﾍﾟｷｰﾌﾟ ｼﾐｸﾘｱES1 450mlX12",
"T30344","ﾀﾓｸﾃｷｱﾌﾞﾗﾖｺﾞﾚﾖｳｾﾝｻﾞｲ5LX3","JP1"
"6055934","BI ｼﾐｸﾘｱ ES1",
"T32650","ﾌﾟﾛｽﾃｨｰﾌﾟLT2 2KGX6","JP3"
"6058545","PI TRG ｼﾐｸﾘｱES1用(ｶｯﾄｽﾞﾐ)",
"6058641","BI ﾌﾟﾛｽﾃｨｰﾌﾟ LT2",
"6058668","BI ｴｺﾗﾝﾄﾞﾘｰ ｾﾝｻﾞｲ",
"406","BI RF401 ﾌﾟﾚﾐｯｸｽ",
"760050","PI RF401 ﾌﾟﾚﾐｯｸｽ(1000KG)",
"T32655","ﾌﾟﾛｽﾃｨｰﾌﾟLT2 5KGX3","JP1"
"T32660","ﾌﾟﾛｽﾃｨｰﾌﾟLT2 10KGX1","7A"
"DS020793","ｻﾆﾀｽｶｶﾞﾔｷｴｰｽ 20kgX1 PN",
"411","BI ｻﾆﾀｽ ｶｶﾞﾔｷｴｰｽ",
"T40270","ｳｨﾝﾀｰAD-20s 20LX1","2A"
"T41685","J-WASH 18LX1","7B"
"T41690","ｳｲﾙｽｽﾊﾟｯﾄ 18LX1","7B"
"T41695","ﾖｺﾞﾚｽﾊﾟｯﾄﾌﾟﾗｽ 18LX1","7B"
"DS020794","ﾗｯｸｹｱ 20KGX1 QB","2A"
"T31523","ｸﾘｱｽﾃｨｰﾌﾟ5LX3","JP1"
"6065569","BI ﾖｺﾞﾚｽﾊﾟｯﾄﾌﾟﾗｽ",
"627","BI ｻﾆﾀｽﾗｯｸｹｱ",
"6065614","BI ｸﾘｱｽﾃｨｰﾌﾟ",
"6065817","ﾋﾟｭｱﾚｯﾄ ｷｮｳﾂｳﾊﾟｳﾁ 300mLX12",
"6065825","ﾋﾟｭｱﾚｯﾄｼｮｳｼｭｳ ｷｮｳﾂｳP 300mLX12",
"DS020791","*ﾀﾞｲｷﾚｰﾄ RF402 1TX1 CT ｶｷﾞﾂｷ*",
"DS020792","*ﾀﾞｲｷﾚｰﾄ RF402 20KGX1 PN*","6A"
"DS020795","●*ﾀﾞｲｷﾚｰﾄ RF402 ﾛｰﾘｰ*",
"DS020796","*ﾀﾞｲｷﾚｰﾄ RF402 240KGX1 DM*",
"751040","BINT ｻﾝﾉﾆｯｸG(ﾇｷﾄﾘﾄﾞﾗﾑﾊﾗｲﾀﾞｽｺﾄ",
"751050","BINT Dow TP",
"T39810","ｷｯﾁﾝｸﾘｰﾅｰ 2LX6","JP3"
"DS020151","ﾁｮｰｷﾝｸﾞﾎﾞｰｼｻﾞｲCP1 200KGX1 PD",
"DS020152","ﾁｮｰｷﾝｸﾞﾎﾞｰｼｻﾞｲCP1 1TX1 CT IBC",
"412","BI ﾀﾞｲｷﾚｰﾄ RF402",
"T32651","NDD-ST 10KGX1",
"T26073","NDD-S 20LX1",
"413","BI ﾁｮｰｷﾝｸﾞﾎﾞｳｼｻﾞｲ CP1",
"6068583","SSﾘｽﾄｱﾗｰ 5LX3",
"6068591","SSﾘﾑｰﾊﾞｰ 18LX1",
"6068604","ﾄﾞﾗｲﾜｯｸｽ SSｺｰﾄ 18LX1",
"6068621","BI KFC ｷｯﾁﾝｸﾘｰﾅｰ",
"T30083","ﾎｼｻﾞｷCES-2DHS 2LX2","JP3"
"T40077","ｱﾌﾞﾗﾖｺﾞﾚﾖｳ HOL-1 5LX2","JP1"
