"材料品番","材料名","単位","ID"
"TB88","BI ﾌﾟﾛﾎﾞｰｽﾄ","KG","7130"
"5379460","POU ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2KG","EA","7131"
"987240","CTN ﾌﾟﾛｾﾝﾃDWﾊﾟｳﾁｾﾝｻﾞｲ 2X8","EA","7132"
"JB38","BI ｵﾌﾟﾁﾏﾑ DWC","KG","7133"
"933370","BTL ｳｨﾝﾀｰﾊﾙﾀｰ PD-4A 4KG","EA","7134"
"987250","CTN ｳｨﾝﾀｰﾊﾙﾀｰ PD-4A 4X4","EA","7135"
"TB22","BI DS DETERFINE SUPER","KG","7136"
"920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","EA","7137"
"823983","ｷﾚｽﾄ CMG-40","KG","7138"
"336700","WATER","KG","7139"
"210349","ｿｶﾗﾝ CP12S(250KG) *41*","KG","7140"
"JB19","BI ｵﾌﾟﾁﾏﾑ281","KG","7141"
"933390","BTL ﾃﾞﾗｲﾑ 2KG(N)","EA","7142"
"987350","CTN ﾃﾞﾗｲﾑ 2KGX6","EA","7143"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7144"
"336700","WATER","KG","7145"
"894340","ﾘﾝ酸75%(DLC) (10ﾄﾝﾛｰﾘｰ)","KG","7146"
"342792","GLYCOLIC ACID 70%(250KG) *26*","KG","7147"
"TB90","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰSW","KG","7148"
"962450","POU ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2KG","EA","7149"
"5559701","CTN ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰSW 2X6","EA","7150"
"963050","FLM ｻﾆｯｼｭ 550ML ﾐｼﾝﾒ","EA","7151"
"933440","BTL ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ EX 550ML","EA","7152"
"993130","TRG ｷﾘﾄﾘｶﾞｰ 95G16 ｱｶ/ｼﾛ LB=195","EA","7153"
"987570","CTN ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ EX 550X12","EA","7154"
"612660","BI ★ｱﾙｺｰﾙ除菌剤EX","KG","7155"
"TB81","BI ｽｰﾊﾟｰﾌﾞﾘｰﾁ","KG","7156"
"5604701","CTN ｽﾄｱｽｰﾊﾟｰﾌﾞﾘｰﾁ  5LX3","EA","7157"
"933490","BTL ｽﾄｱｽｰﾊﾟｰﾌﾞﾘｰﾁ  5L(G)","EA","7158"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7159"
"3024016","ﾒﾀ珪酸ｿｰﾀﾞ 9水塩(三宝)","KG","7160"
"342400","FLEXATRAC-NTA-100(500KG)","KG","7161"
"856074","ｱｷｭｿﾞｰﾙ 497NG (25KG)","KG","7162"
"856073","ｱｷｭｿﾞｰﾙ 445NG (25KG)","KG","7163"
"4122785","ﾉｲｹﾞﾝLF-202N (18KG)","KG","7164"
"4261099","ｻﾝﾉﾆｯｸTN-1265▲(190KG)*33*","KG","7165"
"342404","FLEXATRAC-NTA-100(25KG)","KG","7166"
"894294","中性無水ﾎﾞｳｼｮｳ","KG","7167"
"825610","ｽﾃｲﾝｻﾞｲﾑﾌﾟﾗｽ ｴﾋﾞﾃｨ 12T (40KG)","KG","7168"
"JB48","BIｸﾘｱﾏｽﾀｰｾﾝｼﾞｮｳｷﾖｳｶﾌﾟｾﾙM2","KG","7169"
"933500","BTL ｸﾘｱﾏｽﾀｰｶﾌﾟｾﾙ M2 4KG","EA","7170"
"987690","CTN ｸﾘｱﾏｽﾀｰｶﾌﾟｾﾙ M2 4X4","EA","7171"
"941920","CAP DSｽｲﾖｳｾｲﾌｨﾙﾑﾅｼ","EA","7172"
"DB28","BI Clax Hypo 4AL1","KG","7173"
"931740","BTL 20L NN ﾅﾁｭﾗﾙ","EA","7174"
"912280","LBL ELWﾌﾞﾘｰﾁ 20L","EA","7175"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","7176"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","7177"
"332007","ﾗｲﾄｿｰﾀﾞ灰 25KG","KG","7178"
"342404","FLEXATRAC-NTA-100(25KG)","KG","7179"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","7180"
"336701","BINT ｲｵﾝ交換水","KG","7181"
"4261099","ｻﾝﾉﾆｯｸTN-1265▲(190KG)*33*","KG","7182"
"894224","■ﾄｰｿｰﾊﾟｰﾙ ｶｾｲ (ｼｮｸﾃﾝ)","KG","7183"
"823122","3号珪酸ｿｰﾀﾞT2(東曹産業)","KG","7184"
"TB13","BI DECO DETERFINE ECO SUPER","KG","7185"
"933510","BTL ｳｨﾝﾀｰPA 2.5KG","EA","7186"
"987710","CTN ｳｨﾝﾀｰ PA 2.5X4","EA","7187"
"920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","EA","7188"
"JB49","BI ﾊﾟｲﾌﾟｸﾘｱｼﾞｪﾙ","KG","7189"
"933570","BTL ﾊﾟｲﾌﾟｸﾘｱｼﾞｪﾙ 2L(G)","EA","7190"
"987750","CTN ﾊﾟｲﾌﾟｸﾘｱｼﾞｪﾙ 2LX6","EA","7191"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7192"
"DB6","BI Super Beam B44","KG","7193"
"987740","CTN ｽｰﾊﾟｰﾜｰﾙﾄﾞ 4X6","EA","7194"
"933540","BTL ｽｰﾊﾟｰﾜｰﾙﾄﾞ 4KG","EA","7195"
"3007566","NDECO 2.5ｷｬｯﾌﾟ","EA","7196"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","7197"
"342538","ﾃｲｶﾊﾟﾜｰ L-121 (1000KG)▲","KG","7198"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7199"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","7200"
"823124","3号珪酸ｿｰﾀﾞ（大阪硅曹）(12","KG","7201"
"210409","CADENAX DM14-DN(950KG)諸星納","KG","7202"
"885010","ELTESOL SX-93(25KG)諸星納入","KG","7203"
"336701","BINT ｲｵﾝ交換水","KG","7204"
"832200","ｴﾃﾞﾉｱ C8-99.MY","KG","7205"
"5921132","PI ｽﾀﾝﾀﾞｰﾄﾞﾀﾞﾝﾌﾟﾓｯﾌﾟ25 X20","EA","7206"
"5847201","PI ﾌﾟﾚﾅｽﾐｽﾞﾌﾞｷﾖｳﾓｯﾌﾟｼｰﾄ X20","EA","7207"
"5847198","PI ﾌﾟﾚﾅｽｶﾗﾌﾞｷﾖｳﾓｯﾌﾟｼｰﾄx20","EA","7208"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7209"
"336701","BINT ｲｵﾝ交換水","KG","7210"
"933610","BTL ｴﾝｿｹｲｼﾞｮｷﾝHCL-1 5L (G)","EA","7211"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7212"
"987810","CTN HCL-1","EA","7213"
"933600","BTLｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ75 HAL-1 5L(N)","EA","7214"
"987800","CTN ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ75 HAL-1 5LX2","EA","7215"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7216"
"JB65","BI ｱﾙﾃｨｰ75","KG","7217"
"894268","ﾄﾘﾎﾟﾘ燐酸ｿｰﾀﾞ粒状","KG","7218"
"894528","ﾀﾝｶﾙCO-50","KG","7219"
"3028017","ｴﾏｰﾙ10P HD-J (20KG)","KG","7220"
"2975354","ｵﾙｿ 65 (25KG)","KG","7221"
"6025031","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽ(Ib)","KG","7222"
"936730","BTL ｾﾞﾝｼｮｰﾊﾝﾄﾞｿｰﾌﾟ 2L(ﾏﾙﾆ)","EA","7223"
"942550","CAP ﾏﾙﾆ 平ｷｬｯﾌﾟ(P入) 2L","EA","7224"
"961000","SPE ﾏﾙﾆﾌﾟﾗﾉｽﾞﾙ","EA","7225"
"991060","CTN ｾﾞﾝｼｮｰﾊﾝﾄﾞｿｰﾌﾟ 2LX6(ﾏﾙﾆ)","EA","7226"
"900500","CTN ｶﾋﾞｸﾘｱ　5LX3","EA","7227"
"933800","BTL ｶﾋﾞｸﾘｱ　ﾗﾍﾞﾙﾂｷ　5L(G)","EA","7228"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7229"
"933810","BTL ｶﾋﾞｸﾘｱ　600ML","EA","7230"
"941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","EA","7231"
"JB52","BI ｶﾋﾞｸﾘｱ","KG","7232"
"993420","TRG  ｷﾞｮｳﾑﾖｳｱﾜﾄﾘｶﾞｰ(YT-01)ｼﾞｱ","EA","7233"
"900550","CTN ｶﾋﾞｸﾘｱ　ﾂﾒｶｴ　600MLX12","EA","7234"
"933810","BTL ｶﾋﾞｸﾘｱ　600ML","EA","7235"
"912910","LBL ｶﾋﾞｸﾘｱ　ﾂﾒｶｴ　600ML","EA","7236"
"993420","TRG  ｷﾞｮｳﾑﾖｳｱﾜﾄﾘｶﾞｰ(YT-01)ｼﾞｱ","EA","7237"
"900600","CTN ﾌﾟﾛﾐﾈﾝｽ 946MLX6","EA","7238"
"913020","LBL ﾌﾟﾛﾐﾈﾝｽ (ｵﾓﾃ) 946MLX6","EA","7239"
"913030","LBL ﾌﾟﾛﾐﾈﾝｽ (ｳﾗ) 946MLX6","EA","7240"
"342506","SXS-Y (20KG)","KG","7241"
"823510","■ｴﾝｶｶﾙｼｳﾑ（ﾂﾌﾞ）(25KG)","KG","7242"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7243"
"210409","CADENAX DM14-DN(950KG)諸星納","KG","7244"
"342378","WEYLCLEAN SAS 60(160KG) *23*","KG","7245"
"3020314","ｹﾞﾅﾐﾉｯｸｽ K-10 (180KG)*30*","KG","7246"
"336701","BINT ｲｵﾝ交換水","KG","7247"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","7248"
"823904","ｸﾚｽﾄｶﾞｰﾄﾞ414LAS(250KG) *36*","KG","7249"
"816016","ﾌﾚｯｼｭﾚﾓﾝ　RE-51A","KG","7250"
"362327","■苛性ｿ-ﾀﾞ25%(ﾛ-ﾘ-)劇物ｼｮｸ","KG","7251"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7252"
"856073","ｱｷｭｿﾞｰﾙ 445NG (25KG)","KG","7253"
"336701","BINT ｲｵﾝ交換水","KG","7254"
"880795","WEYLCLEAN SAS 93(25KG)","KG","7255"
"881330","ｹﾞﾅﾐﾉｯｸｽ OC (950KG/180KG)","KG","7256"
"900730","CTN ﾌﾟﾚﾅｽﾓｯﾌﾟｼｰﾄ","EA","7257"
"913120","LBLﾌﾟﾚﾅｽﾓｯﾌﾟL","EA","7258"
"913120","LBLﾌﾟﾚﾅｽﾓｯﾌﾟL","EA","7259"
"900750","CTN ﾌﾟﾚﾅｽﾜｯｸｽﾓｯﾌﾟ","EA","7260"
"913120","LBLﾌﾟﾚﾅｽﾓｯﾌﾟL","EA","7261"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7262"
"336701","BINT ｲｵﾝ交換水","KG","7263"
"5265564","BTL ﾌﾞﾘｰﾁ 2KG(G)","EA","7264"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7265"
"900770","CTN ﾃｨｰﾎﾟｰﾙﾌﾞﾘｰﾁ 2kgx4","EA","7266"
"933890","BTL　ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰRF 4KGx4","EA","7267"
"900850","CTN　ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰRF 4KGx4","EA","7268"
"JB53","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰRF","KG","7269"
"920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","EA","7270"
"332358","尿素 (20KG)","KG","7271"
"336701","BINT ｲｵﾝ交換水","KG","7272"
"894340","ﾘﾝ酸75%(DLC) (10ﾄﾝﾛｰﾘｰ)","KG","7273"
"894241","希硝酸67.5%","KG","7274"
"916760","CTN ｵｷｼｳﾞｨﾙﾌｧｲﾌﾞ 3.78LX2 ｶｰﾄﾝ","EA","7275"
"916750","LBL ｵｷｼｳﾞｨﾙﾌｧｲﾌﾞ 3.78LX2 ﾗﾍﾞﾙ","EA","7276"
"2903422","BTL ｵｿｳｼﾞﾎﾝﾎﾟ ｶﾋﾞﾑｼﾞﾎﾞﾄﾙ600ML","EA","7277"
"5265497","BTL ｵｿｳｼﾞﾎﾝﾎﾟｶﾋﾞｸﾘｰﾅｰ 5L(G)","EA","7278"
"5265500","CTN ｵｿｳｼﾞﾎﾝﾎﾟｶﾋﾞｸﾘｰﾅｰ 5LX3","EA","7279"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7280"
"941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","EA","7281"
"JB52","BI ｶﾋﾞｸﾘｱ","KG","7282"
"993420","TRG  ｷﾞｮｳﾑﾖｳｱﾜﾄﾘｶﾞｰ(YT-01)ｼﾞｱ","EA","7283"
"960690","PLA ﾋﾟｭｱﾚｯﾄSｺﾈｸﾀｰ","EA","7284"
"JB54","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰMS","KG","7285"
"933910","BTL ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰMS 5KG","EA","7286"
"900940","CTN DSMS 5KGx4","EA","7287"
"941920","CAP DSｽｲﾖｳｾｲﾌｨﾙﾑﾅｼ","EA","7288"
"332007","ﾗｲﾄｿｰﾀﾞ灰 25KG","KG","7289"
"823865","ｸﾚﾜｯﾄ PC-C3 (NTA) (500KG)","KG","7290"
"883815","DOWFAX DF-147 DEFOAMER(200KG)","KG","7291"
"894224","■ﾄｰｿｰﾊﾟｰﾙ ｶｾｲ (ｼｮｸﾃﾝ)","KG","7292"
"894277","ﾃﾞｲｸｴｽﾄ 2016D","KG","7293"
"894294","中性無水ﾎﾞｳｼｮｳ","KG","7294"
"362061","ﾒﾀｹｲｻﾝｿｰﾀﾞ(ﾑｽｲ)粒状(25/500KG","KG","7295"
"895420","ﾍﾞｸﾀｰ SC 20157","KG","7296"
"5997612","ｸﾚﾜｯﾄ PC-C3 (NTA) (25KG)","KG","7297"
"3342022","ﾈｵｸﾛ-ﾙ55-G","KG","7298"
"332007","ﾗｲﾄｿｰﾀﾞ灰 25KG","KG","7299"
"342404","FLEXATRAC-NTA-100(25KG)","KG","7300"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","7301"
"336701","BINT ｲｵﾝ交換水","KG","7302"
"894224","■ﾄｰｿｰﾊﾟｰﾙ ｶｾｲ (ｼｮｸﾃﾝ)","KG","7303"
"823122","3号珪酸ｿｰﾀﾞT2(東曹産業)","KG","7304"
"6069826","BINT ｻﾝﾉﾆﾂｸ TP2","KG","7305"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","7306"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","7307"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","7308"
"FB5","BI ｻﾆﾀｽｱﾜﾉﾊﾅ F1","KG","7309"
"966177","LBL ｻﾆﾀｽ　ｱﾜﾉﾊﾅ　F1 20KG","EA","7310"
"901000","CTN ﾌﾞﾘｰﾁF ﾂﾒｶｴ　600MLx12","EA","7311"
"993420","TRG  ｷﾞｮｳﾑﾖｳｱﾜﾄﾘｶﾞｰ(YT-01)ｼﾞｱ","EA","7312"
"933960","BTL ﾌﾞﾘｰﾁF　ﾂﾒｶｴﾗﾍﾞﾙﾂｷ　60","EA","7313"
"941990","CAP WELﾎﾞﾄﾙﾖｳﾊﾟｯｷﾝﾅｼ(2L/5L)","EA","7314"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7315"
"JB55","BI ﾌﾞﾘｰﾁF","KG","7316"
"933950","BTLﾌﾞﾘｰﾁF(ｽﾄﾚｯﾁﾗﾍﾞﾙ）2Lx6(G)","EA","7317"
"900990","CTN ﾌﾞﾘｰﾁF 2Lx6","EA","7318"
"342742","SODA-ASH (ﾃﾞﾝｽ灰) (25KG)","KG","7319"
"336700","WATER","KG","7320"
"894294","中性無水ﾎﾞｳｼｮｳ","KG","7321"
"342404","FLEXATRAC-NTA-100(25KG)","KG","7322"
"2972743","*ｽﾐﾉｰﾙﾐﾘﾝｸﾞｲｴﾛｰｴﾑｱｰﾙ*","GM","7323"
"3153125","ｸﾞﾗﾝｱｯﾌﾟ RS-5000","KG","7324"
"3153096","TEIKA POWER LN-2160P","KG","7325"
"362327","■苛性ｿ-ﾀﾞ25%(ﾛ-ﾘ-)劇物ｼｮｸ","KG","7326"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7327"
"856073","ｱｷｭｿﾞｰﾙ 445NG (25KG)","KG","7328"
"336701","BINT ｲｵﾝ交換水","KG","7329"
"880795","WEYLCLEAN SAS 93(25KG)","KG","7330"
"881330","ｹﾞﾅﾐﾉｯｸｽ OC (950KG/180KG)","KG","7331"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","7332"
"894264","ﾄﾘﾎﾟﾘ燐酸ｿｰﾀﾞ新粒品 (25KG","KG","7333"
"6025014","CADENAX DM12D-W(C) (170KG)","KG","7334"
"342378","WEYLCLEAN SAS 60(160KG) *23*","KG","7335"
"332595","ﾃｲｶﾄｯｸｽ N-1140 (ﾛ-ﾘ-)","KG","7336"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7337"
"336701","BINT ｲｵﾝ交換水","KG","7338"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","7339"
"2925154","ｿｶﾗﾝ PA25CL (140KG)*28*","KG","7340"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7341"
"823904","ｸﾚｽﾄｶﾞｰﾄﾞ414LAS(250KG) *36*","KG","7342"
"336701","BINT ｲｵﾝ交換水","KG","7343"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","7344"
"901180","CTN ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG1 4KGX4","EA","7345"
"933990","BTL ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG1 4KG","EA","7346"
"DB42","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG1","KG","7347"
"920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","EA","7348"
"901190","CTN ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG3 4KGX4","EA","7349"
"934000","BTL ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG3 4KG","EA","7350"
"DB36","BI ﾕﾆﾏｷｼ G3","KG","7351"
"920910","CAP DSﾎﾞﾄﾙ共用_ｽｲｶｲｼ","EA","7352"
"885185","ﾄﾗｲﾄﾝ H-66(238.14KG) *37*","KG","7353"
"210457","ﾌﾟﾙﾗﾌｧｯｸ LF303(180KG) *32*","KG","7354"
"210456","ﾄﾗｲﾄﾝ BG-10(230KG) *18*","KG","7355"
"336701","BINT ｲｵﾝ交換水","KG","7356"
"5997612","ｸﾚﾜｯﾄ PC-C3 (NTA) (25KG)","KG","7357"
"894276","ｸﾚｽﾄｶﾞｰﾄﾞ410/ﾃﾞｨｸｴｽﾄ 2000*41*","KG","7358"
"823902","TRILON BX LIQUID (1200KG)","KG","7359"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","7360"
"894880","ﾀｰｼﾞﾄｰﾙL-63E","KG","7361"
"894881","ﾀｰｼﾞﾄｰﾙL-81E (25KG)","KG","7362"
"336701","BINT ｲｵﾝ交換水","KG","7363"
"894310","燐酸85%","KG","7364"
"JB58","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰGM","KG","7365"
"901260","CTN ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰGM 4KGX4","EA","7366"
"934050","BTL ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰGM 4KG","EA","7367"
"941920","CAP DSｽｲﾖｳｾｲﾌｨﾙﾑﾅｼ","EA","7368"
"DB41","BI ELW HC3ｴﾝｻﾞｲﾑ","KG","7369"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","7370"
"DB40","BI ELW HC1ﾃﾞﾀｰｼﾞｪﾝﾄ","KG","7371"
"931740","BTL 20L NN ﾅﾁｭﾗﾙ","EA","7372"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","7373"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","7374"
"342389","■次亜塩素酸ｿｰﾀﾞ","KG","7375"
"336701","BINT ｲｵﾝ交換水","KG","7376"
"901310","CTN PK ｼﾞｮｷﾝﾋｮｳﾊｸ　2LX6","EA","7377"
"934090","BTL PK ｼﾞｮｷﾝﾋｮｳﾊｸﾌﾟﾛ  2L(G)","EA","7378"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","7379"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","7380"
"362327","■苛性ｿ-ﾀﾞ25%(ﾛ-ﾘ-)劇物ｼｮｸ","KG","7381"
"823124","3号珪酸ｿｰﾀﾞ（大阪硅曹）(12","KG","7382"
"894286","ｽﾃｱﾘﾝ酸ﾌﾚｰｸ(ｻｸﾗ印)(20KG)","KG","7383"
"342375","JCT ｴﾄｷｼﾚｰﾄ 91-6(180KG)  *1*","KG","7384"
"894230","SODIUM GLUCONATE(扶桑)(25KG)","KG","7385"
"823995","ﾃﾞｨｿﾞﾙﾋﾞﾝNA(25KG)","KG","7386"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","7387"
"811812","ｽﾘｰﾌｫｰ CBS-X (25KG)","KG","7388"
"881330","ｹﾞﾅﾐﾉｯｸｽ OC (950KG/180KG)","KG","7389"
"210489","AG 6206(210KG) *33*","KG","7390"
"338009","■ﾌﾟﾛﾋﾟﾚﾝ ｸﾞﾘｺｰﾙ（食添)*41","KG","7391"
"336701","BINT ｲｵﾝ交換水","KG","7392"
"338009","■ﾌﾟﾛﾋﾟﾚﾝ ｸﾞﾘｺｰﾙ（食添)*41","KG","7393"
"336701","BINT ｲｵﾝ交換水","KG","7394"
"3044543","ACTICIDE MB (20KG)","KG","7395"
"823510","■ｴﾝｶｶﾙｼｳﾑ（ﾂﾌﾞ）(25KG)","KG","7396"
"332122","■ｸｴﾝ酸（結晶）FG (25KG)","KG","7397"
"821898","ｷﾞ酸ｿｰﾀﾞ　25kg","KG","7398"
"825477","ｴｽﾍﾟﾗｰｾﾞ　8.0L","KG","7399"
"362061","ﾒﾀｹｲｻﾝｿｰﾀﾞ(ﾑｽｲ)粒状(25/500KG","KG","7400"
"332007","ﾗｲﾄｿｰﾀﾞ灰 25KG","KG","7401"
"342404","FLEXATRAC-NTA-100(25KG)","KG","7402"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","7403"
"894190","ｸﾚｽﾄｶﾞｰﾄﾞ412LAS(250KG) 常備","KG","7404"
"894224","■ﾄｰｿｰﾊﾟｰﾙ ｶｾｲ (ｼｮｸﾃﾝ)","KG","7405"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","7406"
"4261099","ｻﾝﾉﾆｯｸTN-1265▲(190KG)*33*","KG","7407"
"3154259","TO-ﾎｽﾌｪｰﾄ 1800 (20KG)","KG","7408"
"825091","ﾍﾞﾙｿﾞﾝ TT-250A","KG","7409"
"336701","BINT ｲｵﾝ交換水","KG","7410"
"823122","3号珪酸ｿｰﾀﾞT2(東曹産業)","KG","7411"
"336701","BINT ｲｵﾝ交換水","KG","7412"
"338009","■ﾌﾟﾛﾋﾟﾚﾝ ｸﾞﾘｺｰﾙ（食添)*41","KG","7413"
"884542","ﾃﾞﾊｲﾄﾝ AB 30 (220KG)","KG","7414"
"825477","ｴｽﾍﾟﾗｰｾﾞ　8.0L","KG","7415"
"894314","硫酸75%","KG","7416"
"336701","BINT ｲｵﾝ交換水","KG","7417"
"894380","ﾘﾝ酸85%(DLC) (1300KG)","KG","7418"
"210259","ｷﾚｽﾄ 110J (25KG) (諸星納入)","KG","7419"
"894276","ｸﾚｽﾄｶﾞｰﾄﾞ410/ﾃﾞｨｸｴｽﾄ 2000*41*","KG","7420"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","7421"
"823255","■重炭酸ﾅﾄﾘｳﾑ (食添)(25KG)","KG","7422"
"342742","SODA-ASH (ﾃﾞﾝｽ灰) (25KG)","KG","7423"
"894235","KTP液体ﾄﾛﾎﾟﾘ燐酸ｶﾘｳﾑ","KG","7424"
"DB6","BI Super Beam B44","KG","7425"
"901550","CTN ﾎｼｻﾞｷJWS-4DHM 4KGX4","EA","7426"
"934740","BTL ﾎｼｻﾞｷJWS-4DHM 4KG","EA","7427"
"3007566","NDECO 2.5ｷｬｯﾌﾟ","EA","7428"
"TB13","BI DECO DETERFINE ECO SUPER","KG","7429"
"901540","CTN ﾎｼｻﾞｷJWS-1.8DHP 1.8KGX6","EA","7430"
"962510","POU ﾎｼｻﾞｷJWS-1.8DHP 1.8KG","EA","7431"
"JB61","BI ﾌﾟﾛｾﾝﾃDWｶｰﾄﾘｯｼﾞｾﾝｻﾞｲMA","KG","7432"
"941920","CAP DSｽｲﾖｳｾｲﾌｨﾙﾑﾅｼ","EA","7433"
"934260","BTL ﾌﾟﾛｾﾝﾃDWｶｰﾄﾘｯｼﾞMA 4KG","EA","7434"
"901560","CTN ﾌﾟﾛｾﾝﾃDWｶｰﾄﾘｯｼﾞMA 4KGX4","EA","7435"
"FB9","BI ﾌﾞﾙｰｽﾌﾟﾚｲ ｱｼｯﾄﾞ","KG","7436"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","7437"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","7438"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","7439"
"220465","LBL ﾑｼﾞPCﾖｳ ﾕﾎﾟ 150X210","EA","7440"
"FB8","BI ｼﾌﾟﾄﾝ (VC11)","KG","7441"
